Plant Type,Key,Botanical Name,Common Name,Height (ft),Spread (ft),Bloom Color,Bloom Time,Sun,Water,AGCP Regional Status,USDA Hardiness Zone,Attracts,Tolerates,Soil Description,Condition Comments,MaintenanceLevel,Native Habitats,Culture,Uses,UseXYZ,WFMaintenance,Problems,Link: Missouri Botanical Garden,Link: Wildflower.org,Link: Pleasantrunnursery.com,Link: Newmoonnursery.com,Link: Pinelandsnursery.com,Rev
"Herbaceous, Perennial",SN2,Symphyotrichum novi,NEW YORK ASTER,3 - 4,2 - 3,"White, Pink, Purple","Aug, Sep",Full Sun,"Medium, Wet",,Zone 4 to 8,Butterflies,"Clay Soil, Wet Soil",,,Low,,"Easily grown in evenly moist to wet, well-drained soil in full sun. Prefers organically rich soils. Tolerant of sandy and clayey soils. Good air circulation and consistently moist soils with good drainage help reduce incidence of foliar diseases. Prune stems to 6"" in late spring or early summer to encourage a bushier habit, stronger stems, and shorter height if desired. Plants can be cut back after flowering to reduce self-seeding. Propagate through division, cuttings, or seed. Hardy in Zones 4-8.","Borders, butterfly gardens, rock gardens, rain gardens, cottage gardens, seaside gardens. Containers. Relatively low habit makes this a good plant for the border front or as an edger. Good complement or substitute for chrysanthemums.",,,Susceptible to powdery mildew.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=371788,https://www.wildflower.org/plants/result.php?id_plant=SYNOV,https://www.pleasantrunnursery.com/plant-name/Aster-novi-belgii,https://newmoonnursery.com/nursery-plants/aster-novi-belgii/,https://www.pinelandsnursery.com/symphyotrichum-novi-belgii-new-york-aster-seed,
"Herbaceous, Perennial",TC,Tiarella cordifolia,FOAM FLOWER,0.75 - 1,1 - 2,,,"Part Shade, Full Shade",Medium,FAC,Zone 4 to 9,Pollinators,"Rabbit, Deer, Clay Soil Tolerant","Moist, well-drained, humus-rich soils.",,Low,"Cool, moist, deciduous woods; stream banks","Easily grown in average, medium, well-drained soil in part shade to full shade. Prefers humusy, organically rich, moisture-retentive soils. Soil should not be allowed to dry out. Wet soils, particularly in winter, can be fatal, however. Removal of flower spikes after bloom will improve the appearance of the foliage mound. Foliage is semi-evergreen in the St. Louis area where the amount of retained foliage color in winter, if any, is in large part dependent upon the severity of the temperatures.","Shaded rock gardens, woodland gardens, border fronts, wild gardens, naturalistic plantings or moist areas along stream banks. Can be massed to form an attractive ground cover.",,,No serious insect or disease problems.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=f990,https://www.wildflower.org/plants/result.php?id_plant=TICO,https://www.pleasantrunnursery.com/plant-name/Tiarella-cordifolia,https://newmoonnursery.com/nursery-plants/tiarella-cordifolia-brandywine/,https://www.pinelandsnursery.com/search?query=Tiarella+cordifolia,
"Herbaceous, Perennial",VH,Verbena hastata,BLUE VERVAIN,2 - 6,1 - 2.5,"Blue, Purple","Jun, Jul, Aug, Sep",Full Sun,"Medium, Wet",FAC,Zone 3 to 8,"Hummingbirds, Butterflies",Wet Soil,Moist soils.,,Low,Moist prairies; damp thickets.,"Easily grown in average, medium to wet soils in full sun. Typically forms colonies in the wild by both thick, slowly spreading rhizomes and self-seeding. May self-seed in gardens in optimum growing conditions. Can be short-lived.","Borders, meadows, prairies, native plant gardens or informal/naturalized areas.","Use Wildlife: Attracts bees., Use Medicinal: This plant has been used for many years as a medicinal",,No serious insect or disease problems.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=z370,https://www.wildflower.org/plants/result.php?id_plant=veha2,https://www.pleasantrunnursery.com/plant-name/Verbena-hastata,https://newmoonnursery.com/nursery-plants/verbena-hastata-pink-spires/,https://www.pinelandsnursery.com/verbena-hastata-blue-vervain-seed,
"Herbaceous, Perennial",VN,Vernonia noveboracensis,NEW YORK IRONWEED,4 - 6,3 - 4,"Purple, Magenta","Aug, Sep",Full Sun,"Medium, Wet",OBL,Zone 5 to 9,"Butterflies, Hummingbirds, Pollinators","Deer, Clay Soil, Wet Soil, Wet Site Tolerant","Rich, wet, very muddy to average garden moisture. One of the few ornamentals that thrives in mucky clay soils. Prefers neutral to slightly acidic soil but will tolerate heavy clay.","With its showy flower clusters that attract butterflies and hummingbirds, swamp milkweed is underutilized in gardens. In moist soils or in a pond, it will thrive. The interesting seed pods look like other milkweeds. Swamp milkweed will inevitably have aphids. The insects are not a problem unless the plant looks sick; at that point an effective treatment is to spray the plant and aphids with soapy water. Another possible treatment is to support the plant part with your hand and blast it with high-pressure water. Good for wetland gardens and habitat.",Low,"Wet Meadow, Prairie, Field, Riparian, Swamp, Marsh. Most often found on the margins of flooded plains, lakes, ponds, waterways, marshes, swamps, and other wet areas.","Easily grown in average, medium to wet soils in full sun. Tolerates wide range of soils, but prefers rich, moist, slightly acidic soils. Remove flower heads before seed develops to avoid unwanted self-seeding. Overall plant height may be reduced by cutting back stems nearly to the ground in late spring.","Background plant for borders. Cottage gardens, wildflower gardens, meadows or naturalized areas.","Use Ornamental: Herbaceous, Use Wildlife: Milkweeds are an important food source for the monarch caterpillar., Use Food: Although milkweeds are poisonous raw, the young shoots, leaves and seed pods are all edible cooked. When placed in cold water, brought to a boil and simmered till tender, milkweeds are said to be delicately flavoured and harmless. (Poisonous Plants of N.C. State) The flower buds, nectar-sweet flowers and seeds are also edible. (Kershaw), Use Medicinal: In the past, the roots of swamp milkweed were simmered to make a tea taken in small quantities both as a general purge and to destroy and expel parasitic worms.",,No serious insect or disease problems.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=g160,https://www.wildflower.org/plants/result.php?id_plant=asin,https://www.pleasantrunnursery.com/plant-name/Vernonia-noveboracensis,https://newmoonnursery.com/nursery-plants/veronicastrum-virginicum/,https://www.pinelandsnursery.com/vernonia-noveboracensis-new-york-ironweed-seed,
"Herbaceous, Perennial",VV,Veronicastrum virginicum,CULVER’S ROOT,4 - 7,2 - 4,White,,Full Sun,"Medium, Wet",FACW,Zone 3 to 8,Butterflies,Wet Soil,"Moist, rich soils.",Very adaptable in the garden; try it at the woodland edge.,Low,Moist prairies; woods; stream banks,"Easily grown in average, medium to wet, well-drained soil in full sun. Tolerates light shade (and appreciates some afternoon shade in the deep South), but tends to flop and require support if grown in too much shade. Soils should not be allowed to dry out. Usually takes several years to establish itself in the garden. Deadhead spent racemes to extend bloom period. Cut back plants after flowering to basal growth to stimulate new foliage growth and possible late summer or fall bloom.","Tall flower spikes provide a strong accent and good vertical height for borders, cottage gardens or wild gardens.","Use Wildlife: Butterflies, Bees, Use Medicinal: The root contains a powerful emetic and cathartic. (Niering)",,"No serious insect or disease problems. Seldom needs staking, but may need support if grown in too much shade.",https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=g180,https://www.wildflower.org/plants/result.php?id_plant=vevi4,https://www.pleasantrunnursery.com/plant-name/Veronicastrum-virginicum,https://newmoonnursery.com/nursery-plants/veronicastrum-virginicum/,https://www.pinelandsnursery.com/veronicastrum-virginicum,
Ferns,AF,Athyrium filix,LADY FERN,1 - 3,1 - 2.5,Not Applicable,,"Part Shade, Full Shade",Medium,,Zone 4 to 8,,"Rabbit, Heavy Shade","Moist, humus-rich soils.",,Low,"Forest, Woodland, Wet Meadow, Prairie, Field, Swamp, Marsh, Lakeshores","Easily grown in rich, medium moisture, well-drained soil in part shade to full shade. Tolerates drier soils than many other ferns. Will tolerate full sun, however, only if soil is kept constantly moist. Shelter from wind to protect fronds from breaking. Divide clumps in spring every few years to reposition crowns at the soil level.","Great selection for a shady area of the landscape in need of a small but easy-to-grow fern. Rock gardens, woodland gardens, shaded border fronts or shade gardens. Also effective in shaded areas along streams or ponds.",,,No serious insect or disease problems. Fronds frequently become somewhat tattered in appearance by mid summer.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=b630,https://www.wildflower.org/plants/result.php?id_plant=ATFI,https://www.pleasantrunnursery.com/plant-name/Athyrium-filix-femina,https://newmoonnursery.com/nursery-plants/tiarella-cordifolia-wherryi/,https://www.pinelandsnursery.com/search?query=Athyrium+filix,
Ferns,DM,Dryopteris marginalis,MARGINAL WOODLAND FERN,1.5 - 2,1.5 - 2,,,"Part Shade, Full Shade",Medium,FACW,Zone 3 to 8,,"Rabbit, Heavy Shade, Dry Shade Tolerant, Deer","Muddy, acid soils. Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay, Acid-based, Calcareous","Can grow in full sun if it is in standing water all the time. Otherwise, must have at least partial shade and at least moist soil.",Low,Boggy areas; shaded ledges; bluffs,"Easily grown in average, medium, well-drained soil in part shade to full shade. Prefers moist, rich, humusy, acidic soils with protection from wind.","Grow in shady areas of the woodland, rock, native plant or wild garden. Mixes well with spring wildflowers, purple-leafed heucheras and hostas. Excellent as a specimen or in groups.","Use Ornamental: Bog or pond area, Water garden, Use Wildlife: Fuzz which covers the young fiddleheads is a favorite nesting material for birds., Use Other: Bristly",,No serious insect or disease problems.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=k170,https://www.wildflower.org/plants/result.php?id_plant=OSCI,https://www.pleasantrunnursery.com/plant-name/Dryopteris-marginalis,https://newmoonnursery.com/nursery-plants/polemonium-reptans/,https://www.pinelandsnursery.com/dryopteris-marginalis-marginal-woodfern-tubeling,
Ferns,MS,Matteuccia struthiopteris,OSTRICH FERN,3 - 6,3 - 5,,,"Part Shade, Full Shade","Medium, Wet",FACW,Zone 3 to 7,,"Rabbit, Heavy Shade, Erosion, Clay Soil, Wet Soil, Black Walnut Tolerant, Clay Soil Tolerant, Wet Site Tolerant, Deer","Cool, wet, sandy soils.",Ostrich,Medium,Swamps; bottomland woods & thickets,"Easily grown in average, medium to wet soils in part shade to full shade. Best in rich soils with constant moisture. Soil must never be allowed to dry out. Spreads by underground rhizomes to form dense colonies in optimum growing conditions. Prefers cool summer climates and is generally intolerant of the hot and humid summers of the deep South. Avoid windy sites.",Huge fern for shady locations in the landscape. Young fiddleheads are edible. The brown fertile fronds make attractive additions to winter arrangements.,,,No serious insect or disease problems.,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=272444,https://www.wildflower.org/plants/result.php?id_plant=MAST,https://www.pleasantrunnursery.com/plant-name/Matteuccia-struthiopteris,,https://www.pinelandsnursery.com/matteuccia-struthiopteris-ostrich-fern-tubeling,
Ferns,OS,Onoclea sensibilis,SENSITIVE FERN,3 - 4,3 - 4,,,"Part Shade, Full Shade","Medium, Wet",FACW,Zone 4 to 8,,"Rabbit, Heavy Shade, Clay Soil, Wet Soil, Black Walnut, Black Walnut Tolerant, Clay Soil Tolerant, Wet Site Tolerant","Various loose, acidic, moist to wet soils. Sandy, Sandy Loam, Medium Loam, Limestone-based.","Can grow in very wet soils as long as there is adequate oxygen. It cannot tolerate sour clay or stagnant water. Also, does not tolerate freezing well, turns black even in light frost.",Medium,"Moist woodlands, floodplains, stream banks, swamps, marshes","Best grown in organically rich, medium moisture, well-drained soil in part shade to full shade. Needs consistent moisture. Although native to swampy and marshy areas, it grows quite well in average garden soil as long as soil is not allowed to dry out. Usually grows taller in wet soils which it tolerates well. Spreads by both creeping rhizomes and spores, and can be somewhat aggressive in optimum growing conditions.","Best in wet woodland gardens, rain gardens, and moist locations along streams and ponds. Also appropriate for shaded areas of a native plant garden or naturalized planting. Will spread and form a dense ground cover in the appropriate growing conditions. Pairs well with the evergreen Christmas fern ( Polystichum acrostichoides ).","Use Ornamental: Bog or pond area, Water garden, Use Wildlife: Shelters salamanders and frogs, Use Other: Cut fronds good for dried flower arrangements","Maintenance: If it gets too aggressive for your tastes, thin it out.","No serious insect or disease problems. Foliage may depreciate as summer progresses in hot climates, particularly if soils are not kept moist. Deer tend to avoid this plant.",https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=l300,https://www.wildflower.org/plants/result.php?id_plant=ONSE,https://www.pleasantrunnursery.com/plant-name/Onoclea-sensibilis,,https://www.pinelandsnursery.com/onoclea-sensibilis-sensitive-fern-tubeling,
Ferns,OS,Onoclea sensibilis,SENSITIVE FERN,3 - 4,3 - 4,,,"Part Shade, Full Shade","Medium, Wet",FACW,Zone 4 to 8,,"Rabbit, Heavy Shade, Clay Soil, Wet Soil, Black Walnut, Black Walnut Tolerant, Clay Soil Tolerant, Wet Site Tolerant","Various loose, acidic, moist to wet soils. Sandy, Sandy Loam, Medium Loam, Limestone-based.","Can grow in very wet soils as long as there is adequate oxygen. It cannot tolerate sour clay or stagnant water. Also, does not tolerate freezing well, turns black even in light frost.",Medium,"Moist woodlands, floodplains, stream banks, swamps, marshes","Best grown in organically rich, medium moisture, well-drained soil in part shade to full shade. Needs consistent moisture. Although native to swampy and marshy areas, it grows quite well in average garden soil as long as soil is not allowed to dry out. Usually grows taller in wet soils which it tolerates well. Spreads by both creeping rhizomes and spores, and can be somewhat aggressive in optimum growing conditions.","Best in wet woodland gardens, rain gardens, and moist locations along streams and ponds. Also appropriate for shaded areas of a native plant garden or naturalized planting. Will spread and form a dense ground cover in the appropriate growing conditions. Pairs well with the evergreen Christmas fern ( Polystichum acrostichoides ).","Use Ornamental: Bog or pond area, Water garden, Use Wildlife: Shelters salamanders and frogs, Use Other: Cut fronds good for dried flower arrangements","Maintenance: If it gets too aggressive for your tastes, thin it out.","No serious insect or disease problems. Foliage may depreciate as summer progresses in hot climates, particularly if soils are not kept moist. Deer tend to avoid this plant.",https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=l300,https://www.wildflower.org/plants/result.php?id_plant=ONSE,https://www.pleasantrunnursery.com/plant-name/Onoclea-sensibilis,,https://www.pinelandsnursery.com/onoclea-sensibilis-sensitive-fern-tubeling,
